         7361825 function calls (6445562 primitive calls) in 2.191 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1172(WalletBridgeApiGetWitnessScheduleJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1192(WalletBridgeApiListProposalsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1200(WalletBridgeApiListRcDirectDelegationsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 parse.py:223(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:12(PublicKeyItem)
        1    0.000    0.000    0.000    0.000 response_schemas.py:13(AddNode)
        1    0.000    0.000    0.000    0.000 response_schemas.py:47(GetTradeHistory)
        1    0.000    0.000    0.000    0.000 response_schemas.py:591(ListHbdConversionRequests)
        1    0.000    0.000    0.000    0.000 response_schemas.py:10(Create)
        1    0.000    0.000    0.000    0.000 vesting_shares_split_operation.py:25(VestingSharesSplitOperationLegacy)
        1    0.000    0.000    0.000    0.000 proposal_fee_operation.py:29(ProposalFeeOperationLegacy)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:384(CondenserApiGetAccountCountJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:412(CondenserApiGetBlockHeaderJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:540(CondenserApiGetFollowingJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:636(CondenserApiGetTransactionHexJSONRPCBase)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1304(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:784(DatabaseApiFindWithdrawVestingRoutesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:852(DatabaseApiListAccountRecoveryRequestsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:860(DatabaseApiListChangeRecoveryAccountRequestsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:864(DatabaseApiListCollateralizedConversionRequestsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:988(JsonrpcGetSignatureJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1076(WalletBridgeApiFindProposalsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1124(WalletBridgeApiGetDynamicGlobalPropertiesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 response_schemas.py:172(GetCurrentMedianHistoryPrice)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:372(CondenserApiFindProposalsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:572(CondenserApiGetOrderBookJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:584(CondenserApiGetPotentialSignaturesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:592(CondenserApiGetRecentTradesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:316(BeekeeperApiGetInfoJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:744(DatabaseApiFindDeclineVotingRightsRequestsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:796(DatabaseApiGetCommentPendingPayoutsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:896(DatabaseApiListProposalsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:956(DebugNodeApiDebugGetWitnessScheduleJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1052(RcApiListRcAccountsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1084(WalletBridgeApiFindRecurrentTransfersJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1104(WalletBridgeApiGetBlockJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1132(WalletBridgeApiGetHardforkVersionJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1148(WalletBridgeApiGetOwnerHistoryJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1152(WalletBridgeApiGetRewardFundJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:716(CondenserApiVerifyAccountAuthorityJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:800(DatabaseApiGetConfigJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1108(WalletBridgeApiGetChainPropertiesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:176(GetDiscussionsByActive)
        1    0.000    0.000    0.000    0.000 response_schemas.py:327(GetRepliesByLastUpdate)
        1    0.000    0.000    0.000    0.000 response_schemas.py:571(ListChangeRecoveryAccountRequests)
        1    0.000    0.000    0.000    0.000 response_schemas.py:639(VerifyAuthority)
        1    0.000    0.000    0.000    0.000 response_schemas.py:43(ListWallets)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:444(CondenserApiGetContentRepliesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:704(CondenserApiLookupAccountNamesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:816(DatabaseApiGetHardforkPropertiesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:848(DatabaseApiIsKnownTransactionJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:912(DatabaseApiListWithdrawVestingRoutesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:944(DebugNodeApiDebugGetHardforkPropertyObjectJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1004(MarketHistoryApiGetRecentTradesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1112(WalletBridgeApiGetCollateralizedConversionRequestsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1184(WalletBridgeApiListMyAccountsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:643(VerifySignatures)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:496(CondenserApiGetDiscussionsByTrendingJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:195(GetDiscussionsByComments)
        1    0.000    0.000    0.000    0.000 response_schemas.py:39(ListKeys)
        1    0.000    0.000    0.000    0.000 response_schemas.py:63(DecryptData)
        1    0.000    0.000    0.000    0.000 transfer_operation.py:30(TransferOperationLegacy)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:364(CondenserApiBroadcastTransactionJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:392(CondenserApiGetAccountReputationsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:516(CondenserApiGetExpiringVestingDelegationsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:536(CondenserApiGetFollowersJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:764(DatabaseApiFindProposalsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:976(DebugNodeApiDebugSetVestPriceJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1028(NetworkNodeApiGetConnectedPeersJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1068(WalletBridgeApiBroadcastTransactionJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1128(WalletBridgeApiGetFeedHistoryJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:183(GetDiscussionsByBlog)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:732(DatabaseApiFindChangeRecoveryAccountRequestsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:29(GetRecentTrades)
        1    0.000    0.000    0.000    0.000 response_schemas.py:191(GetDiscussionsByChildren)
        1    0.000    0.000    0.000    0.000 response_schemas.py:397(GetWitnessCount)
        1    0.000    0.000    0.000    0.000 interest_operation.py:23(InterestOperation)
        1    0.000    0.000    0.000    0.000 transfer_to_vesting_operation.py:29(TransferToVestingOperationLegacy)
        1    0.000    0.000    0.000    0.000 author_reward_operation.py:33(AuthorRewardOperationLegacy)
        1    0.000    0.000    0.000    0.000 account_create_operation.py:30(AccountCreateOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:368(CondenserApiBroadcastTransactionSynchronousJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:380(CondenserApiFindRecurrentTransfersJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:552(CondenserApiGetMarketHistoryJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:780(DatabaseApiFindVestingDelegationsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1036(NetworkNodeApiSetAllowedPeersJSONRPCBase)
        1    0.000    0.000    0.000    0.000 parse.py:328(DefragResult)
        1    0.000    0.000    0.000    0.000 response_schemas.py:27(GetPublicKeys)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:560(CondenserApiGetNextScheduledHardforkJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:17(GetConnectedPeers)
        1    0.000    0.000    0.000    0.000 response_schemas.py:43(ListRcAccountsFundament)
        1    0.000    0.000    0.000    0.000 response_schemas.py:25(GetMarketHistoryBuckets)
        1    0.000    0.000    0.000    0.000 response_schemas.py:527(GetVersion)
        1    0.000    0.000    0.000    0.000 pow_reward_operation.py:23(PowRewardOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:756(DatabaseApiFindLimitOrdersJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:880(DatabaseApiListHbdConversionRequestsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1100(WalletBridgeApiGetActiveWitnessesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1049(<listcomp>)
        1    0.000    0.000    0.000    0.000 compound.py:40(Authority)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:408(CondenserApiGetBlockJSONRPCBase)
        1    0.000    0.000    0.000    0.000 hive_list.py:20(HiveList)
        1    0.000    0.000    0.000    0.000 parse.py:147(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:138(GetEscrowFundament)
        1    0.000    0.000    0.000    0.000 response_schemas.py:128(GetOrderBook)
        1    0.000    0.000    0.000    0.000 response_schemas.py:170(ListProposalVotes)
        1    0.000    0.000    0.000    0.000 response_schemas.py:22(GetInfo)
        1    0.000    0.000    0.000    0.000 response_schemas.py:35(ImportKeys)
        1    0.000    0.000    0.000    0.000 response_schemas.py:59(EncryptData)
        1    0.000    0.000    0.000    0.000 return_vesting_delegation_operation.py:20(ReturnVestingDelegationOperation)
        1    0.000    0.000    0.000    0.000 recurrent_transfer_operation.py:37(RecurrentTransferOperationLegacy)
        1    0.000    0.000    0.000    0.000 collateralized_convert_operation.py:24(CollateralizedConvertOperation)
        1    0.000    0.000    0.000    0.000 basic.py:72(PublicKey)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1976(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 escrow_transfer_operation.py:40(EscrowTransferOperationLegacy)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:140(_Sentinel)
        1    0.000    0.000    0.000    0.000 response_schemas.py:66(DebugPopBlock)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:134(GetDiscussionsByAuthorBeforeDateFundament)
        1    0.000    0.000    0.000    0.000 response_schemas.py:145(GetVersion)
        1    0.000    0.000    0.000    0.000 response_schemas.py:14(CreateSession)
        1    0.000    0.000    0.000    0.000 limit_order_cancelled_operation.py:31(LimitOrderCancelledOperationLegacy)
        1    0.000    0.000    0.000    0.000 transfer_to_savings_operation.py:30(TransferToSavingsOperationLegacy)
        1    0.000    0.000    0.000    0.000 recurrent_transfer_operation.py:33(RecurrentTransferOperation)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 response_schemas.py:141(GetTransaction)
        1    0.000    0.000    0.000    0.000 response_schemas.py:435(LookupAccounts)
        1    0.000    0.000    0.000    0.000 fill_order_operation.py:35(FillOrderOperationLegacy)
        1    0.000    0.000    0.000    0.000 consolidate_treasury_balance_operation.py:26(ConsolidateTreasuryBalanceOperationLegacy)
        1    0.000    0.000    0.000    0.000 curation_reward_operation.py:25(CurationRewardOperation)
        1    0.000    0.000    0.000    0.000 response_schemas.py:39(BroadcastTransaction)
        1    0.000    0.000    0.000    0.000 response_schemas.py:180(ListWitnesses)
        1    0.000    0.000    0.000    0.000 response_schemas.py:409(GetWitnessesByVote)
        1    0.000    0.000    0.000    0.000 update_proposal_operation.py:28(UpdateProposalOperation)
        1    0.000    0.000    0.000    0.000 update_proposal_operation.py:32(UpdateProposalOperationLegacy)
        1    0.000    0.000    0.000    0.000 clear_null_account_balance_operation.py:20(ClearNullAccountBalanceOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1080(WalletBridgeApiFindRcAccountsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 dhf_funding_operation.py:20(DhfFundingOperation)
        1    0.000    0.000    0.000    0.000 vesting_shares_split_operation.py:21(VestingSharesSplitOperation)
        1    0.000    0.000    0.000    0.000 hardfork_hive_restore_operation.py:29(HardforkHiveRestoreOperationLegacy)
        1    0.000    0.000    0.000    0.000 fill_convert_request_operation.py:32(FillConvertRequestOperationLegacy)
        1    0.000    0.000    0.000    0.000 effective_comment_vote_operation.py:42(EffectiveCommentVoteOperationLegacy)
        1    0.000    0.000    0.000    0.000 delegate_vesting_shares_operation.py:21(DelegateVestingSharesOperation)
        1    0.000    0.000    0.000    0.000 convert_operation.py:28(ConvertOperationLegacy)
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 witness_set_properties_operation.py:35(WitnessSetPropertiesOperationFactory)
        1    0.000    0.000    0.000    0.000 limit_order_cancelled_operation.py:27(LimitOrderCancelledOperation)
        1    0.000    0.000    0.000    0.000 asset_info.py:19(AssetConfig)
        1    0.000    0.000    0.000    0.000 response_schemas.py:74(DebugSetHardfork)
        1    0.000    0.000    0.000    0.000 response_schemas.py:104(GetCurrentMedianHistoryPrice)
        1    0.000    0.000    0.000    0.000 response_schemas.py:108(GetDynamicGlobalProperties)
        1    0.000    0.000    0.000    0.000 response_schemas.py:155(GetWitnessSchedule)
        1    0.000    0.000    0.000    0.000 withdraw_vesting_operation.py:20(WithdrawVestingOperation)
        1    0.000    0.000    0.000    0.000 fill_transfer_from_savings_operation.py:34(FillTransferFromSavingsOperationLegacy)
        1    0.000    0.000    0.000    0.000 fill_vesting_withdraw_operation.py:29(FillVestingWithdrawOperationLegacy)
        1    0.000    0.000    0.000    0.000 dhf_conversion_operation.py:28(DhfConversionOperationLegacy)
        1    0.000    0.000    0.000    0.000 escrow_approved_operation.py:34(EscrowApprovedOperationLegacy)
        1    0.000    0.000    0.000    0.000 failed_recurrent_transfer_operation.py:38(FailedRecurrentTransferOperationLegacy)
        1    0.000    0.000    0.000    0.000 comment_benefactor_reward_operation.py:35(CommentBenefactorRewardOperationLegacy)
        1    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 fill_collateralized_convert_request_operation.py:29(FillCollateralizedConvertRequestOperation)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:35(BucketSizes)
        1    0.000    0.000    0.000    0.000 response_schemas.py:137(GetRewardFund)
        1    0.000    0.000    0.000    0.000 producer_reward_operation.py:23(ProducerRewardOperation)
        1    0.000    0.000    0.000    0.000 dhf_funding_operation.py:24(DhfFundingOperationLegacy)
        1    0.000    0.000    0.000    0.000 effective_comment_vote_operation.py:38(EffectiveCommentVoteOperation)
        1    0.000    0.000    0.000    0.000 escrow_approved_operation.py:30(EscrowApprovedOperation)
        1    0.000    0.000    0.000    0.000 delegate_vesting_shares_operation.py:25(DelegateVestingSharesOperationLegacy)
        1    0.000    0.000    0.000    0.000 limit_order_create_operation.py:36(LimitOrderCreateOperationLegacy)
        1    0.000    0.000    0.000    0.000 claim_account_operation.py:27(ClaimAccountOperation)
        1    0.000    0.000    0.000    0.000 response_schemas.py:7(GetKeyReferences)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2409(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 response_schemas.py:346(GetTagsUsedByAuthor)
        1    0.000    0.000    0.000    0.000 fill_recurrent_transfer_operation.py:30(FillRecurrentTransferOperation)
        1    0.000    0.000    0.000    0.000 hardfork_hive_operation.py:29(HardforkHiveOperation)
        1    0.000    0.000    0.000    0.000 pow_operation.py:42(PowOperation)
        1    0.000    0.000    0.000    0.000 escrow_release_operation.py:37(EscrowReleaseOperationLegacy)
        1    0.000    0.000    0.000    0.000 hbd.py:31(AssetTbdHF26)
        1    0.000    0.000    0.000    0.000 integers.py:15(Uint8t)
        1    0.000    0.000    0.000    0.000 basic.py:68(Permlink)
        1    0.000    0.000    0.000    0.000 response_schemas.py:20(DebugGenerateBlocksUntil)
        1    0.000    0.000    0.000    0.000 response_schemas.py:70(DebugPushBlocks)
        1    0.000    0.000    0.000    0.000 response_schemas.py:114(GetFeedHistory)
        1    0.000    0.000    0.000    0.000 response_schemas.py:124(GetOpsInBlock)
        1    0.000    0.000    0.000    0.000 response_schemas.py:166(ListProposals)
        1    0.000    0.000    0.000    0.000 witness_set_properties_operation.py:39(WitnessSetPropertiesOperationFactoryLegacy)
        1    0.000    0.000    0.000    0.000 pow_reward_operation.py:27(PowRewardOperationLegacy)
        1    0.000    0.000    0.000    0.000 producer_reward_operation.py:27(ProducerRewardOperationLegacy)
        1    0.000    0.000    0.000    0.000 fill_convert_request_operation.py:28(FillConvertRequestOperation)
        1    0.000    0.000    0.000    0.000 fill_recurrent_transfer_operation.py:34(FillRecurrentTransferOperationLegacy)
        1    0.000    0.000    0.000    0.000 transfer_to_savings_operation.py:26(TransferToSavingsOperation)
        1    0.000    0.000    0.000    0.000 account_created_operation.py:26(AccountCreatedOperationLegacy)
        1    0.000    0.000    0.000    0.000 author_reward_operation.py:29(AuthorRewardOperation)
        1    0.000    0.000    0.000    0.000 collateralized_convert_immediate_conversion_operation.py:26(CollateralizedConvertImmediateConversionOperation)
        1    0.000    0.000    0.000    0.000 future_extension.py:6(FutureExtensions)
        1    0.000    0.000    0.000    0.000 claim_reward_balance_operation.py:24(ClaimRewardBalanceOperation)
        1    0.000    0.000    0.000    0.000 response_schemas.py:78(DebugSetVestPrice)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:11(PublicKeyData)
        1    0.000    0.000    0.000    0.000 transfer_from_savings_operation.py:34(TransferFromSavingsOperationLegacy)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 transfer_to_vesting_completed_operation.py:25(TransferToVestingCompletedOperation)
        1    0.000    0.000    0.000    0.000 fill_transfer_from_savings_operation.py:30(FillTransferFromSavingsOperation)
        1    0.000    0.000    0.000    0.000 failed_recurrent_transfer_operation.py:34(FailedRecurrentTransferOperation)
        1    0.000    0.000    0.000    0.000 account_created_operation.py:22(AccountCreatedOperation)
        1    0.000    0.000    0.000    0.000 collateralized_convert_immediate_conversion_operation.py:32(CollateralizedConvertImmediateConversionOperationLegacy)
        1    0.000    0.000    0.000    0.000 pow2_operation.py:58(Pow2OperationLegacy)
        1    0.000    0.000    0.000    0.000 limit_order_create_operation.py:32(LimitOrderCreateOperation)
        1    0.000    0.000    0.000    0.000 create_proposal_operation.py:35(CreateProposalOperationLegacy)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1296(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 comment_reward_operation.py:30(CommentRewardOperationLegacy)
        1    0.000    0.000    0.000    0.000 proposal_fee_operation.py:25(ProposalFeeOperation)
        1    0.000    0.000    0.000    0.000 transfer_to_vesting_completed_operation.py:29(TransferToVestingCompletedOperationLegacy)
        1    0.000    0.000    0.000    0.000 hardfork_hive_operation.py:33(HardforkHiveOperationLegacy)
        1    0.000    0.000    0.000    0.000 dhf_conversion_operation.py:24(DhfConversionOperation)
        1    0.000    0.000    0.000    0.000 pow2_operation.py:54(Pow2Operation)
        1    0.000    0.000    0.000    0.000 transfer_operation.py:26(TransferOperation)
        1    0.000    0.000    0.000    0.000 limit_order_create2_operation.py:36(LimitOrderCreate2OperationLegacy)
        1    0.000    0.000    0.000    0.000 claim_account_operation.py:31(ClaimAccountOperationLegacy)
        1    0.000    0.000    0.000    0.000 convert_operation.py:24(ConvertOperation)
        1    0.000    0.000    0.000    0.000 curation_reward_operation.py:29(CurationRewardOperationLegacy)
        1    0.000    0.000    0.000    0.000 effective_comment_vote_operation.py:21(Empty)
        1    0.000    0.000    0.000    0.000 escrow_rejected_operation.py:32(EscrowRejectedOperation)
        1    0.000    0.000    0.000    0.000 clear_null_account_balance_operation.py:24(ClearNullAccountBalanceOperationLegacy)
        1    0.000    0.000    0.000    0.000 response_schemas.py:51(SignTransaction)
        1    0.000    0.000    0.000    0.000 transfer_from_savings_operation.py:30(TransferFromSavingsOperation)
        1    0.000    0.000    0.000    0.000 limit_order_create2_operation.py:32(LimitOrderCreate2Operation)
        1    0.000    0.000    0.000    0.000 account_create_operation.py:34(AccountCreateOperationLegacy)
        1    0.000    0.000    0.000    0.000 account_create_with_delegation_operation.py:36(AccountCreateWithDelegationOperationLegacy)
        1    0.000    0.000    0.000    0.000 pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 liquidity_reward_operation.py:20(LiquidityRewardOperation)
        1    0.000    0.000    0.000    0.000 fill_order_operation.py:31(FillOrderOperation)
        1    0.000    0.000    0.000    0.000 comment_reward_operation.py:26(CommentRewardOperation)
        1    0.000    0.000    0.000    0.000 collateralized_convert_operation.py:28(CollateralizedConvertOperationLegacy)
        1    0.000    0.000    0.000    0.000 account_create_with_delegation_operation.py:32(AccountCreateWithDelegationOperation)
        1    0.000    0.000    0.000    0.000 response_schemas.py:6(BroadcastTransaction)
        1    0.000    0.000    0.000    0.000 fill_collateralized_convert_request_operation.py:35(FillCollateralizedConvertRequestOperationLegacy)
        1    0.000    0.000    0.000    0.000 fill_vesting_withdraw_operation.py:25(FillVestingWithdrawOperation)
        1    0.000    0.000    0.000    0.000 escrow_rejected_operation.py:36(EscrowRejectedOperationLegacy)
        1    0.000    0.000    0.000    0.000 comment_benefactor_reward_operation.py:31(CommentBenefactorRewardOperation)
        1    0.000    0.000    0.000    0.000 pow_operation.py:46(PowOperationLegacy)
        1    0.000    0.000    0.000    0.000 claim_reward_balance_operation.py:28(ClaimRewardBalanceOperationLegacy)
        1    0.000    0.000    0.000    0.000 create_proposal_operation.py:31(CreateProposalOperation)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1981(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 proposal_pay_operation.py:31(ProposalPayOperationLegacy)
        1    0.000    0.000    0.000    0.000 consolidate_treasury_balance_operation.py:20(ConsolidateTreasuryBalanceOperation)
        1    0.000    0.000    0.000    0.000 transfer_to_vesting_operation.py:25(TransferToVestingOperation)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(_Accessor)
        1    0.000    0.000    0.000    0.000 response_schemas.py:82(DebugThrowException)
        1    0.000    0.000    0.000    0.000 return_vesting_delegation_operation.py:24(ReturnVestingDelegationOperationLegacy)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 response_schemas.py:29(SetAllowedPeers)
        1    0.000    0.000    0.000    0.000 proposal_pay_operation.py:27(ProposalPayOperation)
        1    0.000    0.000    0.000    0.000 escrow_release_operation.py:33(EscrowReleaseOperation)
        1    0.000    0.000    0.000    0.000 hive.py:31(AssetTestHF26)
        1    0.000    0.000    0.000    0.000 hex.py:19(Sha256)
        1    0.000    0.000    0.000    0.000 withdraw_vesting_operation.py:24(WithdrawVestingOperationLegacy)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 interest_operation.py:27(InterestOperationLegacy)
        1    0.000    0.000    0.000    0.000 pathlib.py:932(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 response_schemas.py:199(GetDiscussionsByCreated)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parse.py:336(SplitResult)
        1    0.000    0.000    0.000    0.000 escrow_transfer_operation.py:36(EscrowTransferOperation)
        1    0.000    0.000    0.000    0.000 hive.py:41(AssetTestLegacy)
        1    0.000    0.000    0.000    0.000 basic.py:80(WitnessUrl)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:247(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 response_schemas.py:187(GetDiscussionsByCashout)
        1    0.000    0.000    0.000    0.000 response_schemas.py:18(EmptyResponse)
        1    0.000    0.000    0.000    0.000 response_schemas.py:31(ImportKey)
        1    0.000    0.000    0.000    0.000 basic.py:38(CustomIdType)
        1    0.000    0.000    0.000    0.000 pathlib.py:410(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 response_schemas.py:203(GetDiscussionsByFeed)
        1    0.000    0.000    0.000    0.000 response_schemas.py:207(GetDiscussionsByHot)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2525(Buffer)
        1    0.000    0.000    0.000    0.000 parse.py:341(ParseResult)
        1    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 response_schemas.py:215(GetDiscussionsByTrending)
        1    0.000    0.000    0.000    0.000 hbd.py:41(AssetTbdLegacy)
        1    0.000    0.000    0.000    0.000 _symbol.py:21(Config)
        1    0.000    0.000    0.000    0.000 pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:355(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
