         7361825 function calls (6445562 primitive calls) in 2.191 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 account_witness_proxy_operation.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 expired_account_notification_operation.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 producer_missed_operation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 changed_recovery_account_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 comment_payout_update_operation.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
        1    0.000    0.000    0.000    0.000 hive_int.py:1(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        1    0.000    0.000    0.000    0.000 declined_voting_rights_operation.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 delete_comment_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        4    0.000    0.000    0.000    0.000 inspect.py:1349(formatannotation)
        1    0.000    0.000    0.001    0.001 proxy_cleared_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutdown_witness_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       34    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       31    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 ineffective_delete_comment_operation.py:1(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:801(value)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        4    0.000    0.000    0.000    0.000 weakref.py:455(__contains__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1125(_BaseV4)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        3    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
        1    0.000    0.000    0.000    0.000 virtual_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:96(ResourceExecutionTime)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 serializable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
       18    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 future_extension.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 system_warning_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:69(as_float)
       31    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 virtual_operation.py:10(VirtualOperation)
        1    0.000    0.000    0.000    0.000 operation.py:10(Operation)
        3    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
        6    0.000    0.000    0.000    0.000 _base.py:267(__get_validators__)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        2    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 parse.py:347(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:817(_set_qualname)
        1    0.000    0.000    0.000    0.000 version.py:18(Version)
        1    0.000    0.000    0.000    0.000 _symbol.py:56(HiveSymbolType)
        1    0.000    0.000    0.000    0.000 _symbol.py:65(HbdSymbolType)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 hbd.py:22(AssetHbdHF26)
        1    0.000    0.000    0.000    0.000 _symbol.py:74(VestsSymbolType)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1406(IPv4Interface)
        1    0.000    0.000    0.000    0.000 vests.py:17(AssetVestsHF26)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
        3    0.000    0.000    0.000    0.000 copy.py:237(_deepcopy_method)
        1    0.000    0.000    0.000    0.000 hive_datetime.py:18(HiveDateTime)
        8    0.000    0.000    0.000    0.000 typing.py:1636(<genexpr>)
        5    0.000    0.000    0.000    0.000 hbd.py:23(get_asset_information)
        1    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
        1    0.000    0.000    0.000    0.000 response_schemas.py:49(GetTransactionModel)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:59(ResourceStateBytes)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 _base.py:66(as_legacy)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 _operation_objects.py:24(ApiOperationObjectCommons)
        1    0.000    0.000    0.000    0.000 typing.py:442(ClassVar)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        4    0.000    0.000    0.000    0.000 typing.py:1967(no_type_check)
        1    0.000    0.000    0.000    0.000 response_schemas.py:149(GetContent)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2661(TypeAliasType)
        1    0.000    0.000    0.000    0.000 comment_options_operation.py:36(CommentOptionsOperationLegacy)
        3    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 hive_int.py:21(validate)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        8    0.000    0.000    0.000    0.000 generics.py:213(<genexpr>)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:663(<genexpr>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        7    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
       18    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:167(GetTrendingTagsFundament)
        1    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:358(GetWitnessScheduleFutureChangesFundament)
        1    0.000    0.000    0.000    0.000 response_schemas.py:297(GetOrderBook)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        1    0.000    0.000    0.000    0.000 extension.py:8(OperationExtension)
        1    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1729(_SpecialForm)
        1    0.000    0.000    0.000    0.000 hive_int.py:15(HiveInt)
        2    0.000    0.000    0.000    0.000 dataclasses.py:400(_tuple_str)
        1    0.000    0.000    0.000    0.000 inspect.py:1985(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 _base.py:260(AssetNaiAmount)
        1    0.000    0.000    0.000    0.000 basic.py:47(EmptyList)
        1    0.000    0.000    0.000    0.000 _case.py:1(<module>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:645(_is_classvar)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:301(CashoutInfoField)
       15    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _base.py:297(_get_amount)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:656(CondenserApiGetWithdrawRoutesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
       10    0.000    0.000    0.000    0.000 typing.py:2018(overload)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        2    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:366(__init__)
        1    0.000    0.000    0.000    0.000 hbd.py:35(AssetHbdLegacy)
        6    0.000    0.000    0.000    0.000 dataclasses.py:653(_is_initvar)
        1    0.000    0.000    0.000    0.000 response_schemas.py:109(GetBlock)
        1    0.000    0.000    0.000    0.000 hive.py:35(AssetHiveLegacy)
        1    0.000    0.000    0.000    0.000 compound.py:64(LegacyChainProperties)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 parse.py:366(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 vests.py:26(AssetVestsLegacy)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 response_schemas.py:393(GetWitnessByAccount)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        3    0.000    0.000    0.000    0.000 inspect.py:1867(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1473(IPv4Network)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2026(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 response_schemas.py:505(GetPotentialSignatures)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        6    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 response_schemas.py:335(GetRewardFund)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:756(inner)
        2    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 typing.py:2470(__init__)
        1    0.000    0.000    0.000    0.000 effective_comment_vote_operation.py:25(_EffectiveCommentVoteOperation)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:2157(dataclass_transform)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 dataclasses.py:623(_cmp_fn)
        4    0.000    0.000    0.000    0.000 json_string.py:32(__get_validators__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:659(_is_kw_only)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1174(wrap)
        2    0.000    0.000    0.000    0.000 dataclasses.py:409(<listcomp>)
        3    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 response_schemas.py:401(GetWitnessSchedule)
        1    0.000    0.000    0.000    0.000 asset_info.py:13(AssetInfo)
        1    0.000    0.000    0.000    0.000 limit_order_create_operation.py:20(_LimitOrderCreateOperation)
        1    0.000    0.000    0.000    0.000 account_create_operation.py:16(_AccountCreateOperation)
        1    0.000    0.000    0.000    0.000 limit_order_create2_operation.py:20(_LimitOrderCreate2Operation)
        1    0.000    0.000    0.000    0.000 account_create_with_delegation_operation.py:17(_AccountCreateWithDelegationOperation)
        1    0.000    0.000    0.000    0.000 platform.py:903(system)
        1    0.000    0.000    0.000    0.000 compound.py:108(Props)
        1    0.000    0.000    0.000    0.000 fill_order_operation.py:19(_FillOrderOperation)
        1    0.000    0.000    0.000    0.000 comment_benefactor_reward_operation.py:18(_CommentBenefactorRewardOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:728(DatabaseApiFindAccountsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:204(GetOpenOrdersFundament)
        1    0.000    0.000    0.000    0.000 compound.py:116(WitnessProps)
        1    0.000    0.000    0.000    0.000 compound.py:122(RcAccountObject)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1144(WalletBridgeApiGetOrderBookJSONRPCBase)
        2    0.000    0.000    0.000    0.000 vests.py:18(get_asset_information)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1156(dataclass)
        1    0.000    0.000    0.000    0.000 account_update_operation.py:8(AccountUpdateOperation)
        1    0.000    0.000    0.000    0.000 colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2589(NewType)
        1    0.000    0.000    0.000    0.000 dataclasses.py:345(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
        1    0.000    0.000    0.000    0.000 comment_operation.py:11(CommentOperation)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1048(RcApiGetResourcePoolJSONRPCBase)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
        1    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:160(ResourcePool)
        1    0.000    0.000    0.000    0.000 response_schemas.py:607(ListProposalVotes)
        1    0.000    0.000    0.000    0.000 response_schemas.py:30(EnumVirtualOpsModel)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:856(DatabaseApiListAccountsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 compound.py:136(RdDynamicParams)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:688(SupportsInt)
        1    0.000    0.000    0.000    0.000 author_reward_operation.py:16(_AuthorRewardOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:532(CondenserApiGetFollowCountJSONRPCBase)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1310(TypeVar)
        2    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
        2    0.000    0.000    0.000    0.000 hive.py:23(get_asset_information)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 fill_collateralized_convert_request_operation.py:18(_FillCollateralizedConvertRequestOperation)
        1    0.000    0.000    0.000    0.000 _operation_objects.py:64(LegacyApiAllOperationObject)
        1    0.000    0.000    0.000    0.000 response_schemas.py:140(GetConfig)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2820(Doc)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1732(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 response_schemas.py:33(GetTickerFundament)
        1    0.000    0.000    0.000    0.000 hex.py:15(Hex)
        1    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 serializable.py:6(Serializable)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:72(GetActiveVotesFundament)
        1    0.000    0.000    0.000    0.000 response_schemas.py:37(GetAccountHistoryModel)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:920(DatabaseApiListWitnessesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:251(GetFollowCount)
        1    0.000    0.000    0.000    0.000 witness_update_operation.py:18(_WitnessUpdateOperation)
        1    0.000    0.000    0.000    0.000 _operation_objects.py:34(Hf26ApiOperationObject)
        1    0.000    0.000    0.000    0.000 response_schemas.py:69(BroadcastTransaction)
        1    0.000    0.000    0.000    0.000 limit_order_cancelled_operation.py:18(_LimitOrderCancelledOperation)
        1    0.000    0.000    0.000    0.000 curation_reward_operation.py:14(_CurationRewardOperation)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:333(GetOrderBookFundament)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:548(CondenserApiGetKeyReferencesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:788(DatabaseApiFindWitnessesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:840(DatabaseApiGetVersionJSONRPCBase)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:31(ResourceDynamicParams)
        1    0.000    0.000    0.000    0.000 basic.py:60(FloatAsString)
        1    0.000    0.000    0.000    0.000 pow_operation.py:31(_PowOperation)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:652(Protocol)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1977(__init__)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:36(BlockLogUtilSignedBlock)
        1    0.000    0.000    0.000    0.000 fill_convert_request_operation.py:18(_FillConvertRequestOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:708(CondenserApiLookupAccountsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:500(GetOrderBook)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:272(JSONRPCResult)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:676(CondenserApiGetWitnessesByVoteJSONRPCBase)
        1    0.000    0.000    0.000    0.000 set_withdraw_vesting_route_operation.py:13(SetWithdrawVestingRouteOperation)
        1    0.000    0.000    0.000    0.000 collateralized_convert_operation.py:15(_CollateralizedConvertOperation)
        1    0.000    0.000    0.000    0.000 typing.py:1459(_caller)
        1    0.000    0.000    0.000    0.000 response_schemas.py:51(GetVolumeFundament)
        1    0.000    0.000    0.000    0.000 proposal_pay_operation.py:17(_ProposalPayOperation)
        1    0.000    0.000    0.000    0.000 pow2_operation.py:45(_Pow2Operation)
        1    0.000    0.000    0.000    0.000 response_schemas.py:284(GetNextScheduledHardfork)
        1    0.000    0.000    0.000    0.000 hardfork_hive_operation.py:16(_HardforkHiveOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:488(CondenserApiGetDiscussionsByHotJSONRPCBase)
        2    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:60(Order)
        1    0.000    0.000    0.000    0.000 response_schemas.py:133(GetActiveWitnesses)
        1    0.000    0.000    0.000    0.000 hf26_representation.py:11(HF26Representation)
        1    0.000    0.000    0.000    0.000 basic.py:64(NodeType)
        1    0.000    0.000    0.000    0.000 basic.py:76(PrivateKey)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:9(EnumVirtualOpsFieldFundament)
        1    0.000    0.000    0.000    0.000 collateralized_convert_immediate_conversion_operation.py:17(_CollateralizedConvertImmediateConversionOperation)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:17(RcAccount)
        1    0.000    0.000    0.000    0.000 vote_operation.py:12(VoteOperation)
        1    0.000    0.000    0.000    0.000 legacy_representation.py:11(LegacyRepresentation)
        1    0.000    0.000    0.000    0.000 proposal_fee_operation.py:15(_ProposalFeeOperation)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 convert_operation.py:15(_ConvertOperation)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2207(IPv6Network)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 parse.py:807(Quoter)
        1    0.000    0.000    0.000    0.000 comment_reward_operation.py:13(_CommentRewardOperation)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:743(SupportsRound)
        1    0.000    0.000    0.000    0.000 interest_operation.py:14(_InterestOperation)
        1    0.000    0.000    0.000    0.000 account_witness_vote_operation.py:11(AccountWitnessVoteOperation)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:732(SupportsAbs)
        4    0.000    0.000    0.000    0.000 dataclasses.py:395(<genexpr>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:125(GetBlogFundament)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:296(BeekeeperApiCreateJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:308(BeekeeperApiEmptyResponseJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:117(FindVestingDelegationExpirations)
        1    0.000    0.000    0.000    0.000 response_schemas.py:559(IsKnownTransaction)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:525(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 response_schemas.py:342(GetSavingsWithdrawTo)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:1020(NetworkBroadcastApiBroadcastTransactionJSONRPCBase)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 compound.py:51(HbdExchangeRate)
        1    0.000    0.000    0.000    0.000 response_schemas.py:47(SignDigest)
        1    0.000    0.000    0.000    0.000 limit_order_cancel_operation.py:12(LimitOrderCancelOperation)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 account_created_operation.py:12(_AccountCreatedOperation)
        1    0.000    0.000    0.000    0.000 response_schemas.py:43(GetOpsInBlockModel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:697(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1403(ParamSpec)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:40(PriceCurveParams)
        1    0.000    0.000    0.000    0.000 vesting_shares_split_operation.py:12(_VestingSharesSplitOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:904(DatabaseApiListVestingDelegationExpirationsJSONRPCBase)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        1    0.000    0.000    0.000    0.000 response_schemas.py:50(ListRcDirectDelegations)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:81(GetBlogEntriesFundament)
        1    0.000    0.000    0.000    0.000 response_schemas.py:70(_GetActiveWitnessesConlist)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:21(GetBlockHeaderFundament)
        1    0.000    0.000    0.000    0.000 hardfork_hive_restore_operation.py:15(_HardforkHiveRestoreOperation)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 transaction.py:24(TransactionCommon)
        1    0.000    0.000    0.000    0.000 decline_voting_rights_operation.py:11(DeclineVotingRightsOperation)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
        1    0.000    0.000    0.000    0.000 response_schemas.py:81(GetBlock)
        1    0.000    0.000    0.000    0.000 dhf_funding_operation.py:12(_DhfFundingOperation)
        1    0.000    0.000    0.000    0.000 compound.py:81(Price)
        5    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
        1    0.000    0.000    0.000    0.000 transfer_to_vesting_completed_operation.py:15(_TransferToVestingCompletedOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:608(CondenserApiGetRewardFundJSONRPCBase)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:89(ActiveVotes)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:47(GetTradeHistoryFundament)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 comment_options_operation.py:32(CommentOptionsOperation)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:151(FollowFundament)
        1    0.000    0.000    0.000    0.000 response_schemas.py:381(ListVestingDelegations)
        1    0.000    0.000    0.000    0.000 response_schemas.py:513(GetRequiredSignatures)
        1    0.000    0.000    0.000    0.000 delegate_vesting_shares_operation.py:12(_DelegateVestingSharesOperation)
        1    0.000    0.000    0.000    0.000 producer_reward_operation.py:15(_ProducerRewardOperation)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:836(DatabaseApiGetTransactionHexJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:90(GetAccountCount)
        1    0.000    0.000    0.000    0.000 comment_payout_update_operation.py:7(CommentPayoutUpdateOperation)
        1    0.000    0.000    0.000    0.000 delayed_voting_operation.py:12(DelayedVotingOperation)
        1    0.000    0.000    0.000    0.000 claim_reward_balance_operation.py:14(_ClaimRewardBalanceOperation)
        1    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:28(HiveMindResponses)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        4    0.000    0.000    0.000    0.000 typing.py:346(__init_subclass__)
        1    0.000    0.000    0.000    0.000 response_schemas.py:25(GetResourceParams)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:39(GetRecentTradesFundament)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:564(CondenserApiGetOpenOrdersJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:792(DatabaseApiGetActiveWitnessesJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:964(DebugNodeApiDebugPopBlockJSONRPCBase)
        1    0.000    0.000    0.000    0.000 jsonrpc_models.py:992(MarketHistoryApiGetMarketHistoryJSONRPCBase)
        1    0.000    0.000    0.000    0.000 response_schemas.py:579(ListComments)
        1    0.000    0.000    0.000    0.000 response_schemas.py:11(GetSignature)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:55(Price)
        1    0.000    0.000    0.000    0.000 response_schemas.py:115(GetBlockHeader)
        1    0.000    0.000    0.000    0.000 response_schemas.py:583(ListDeclineVotingRightsRequests)
        1    0.000    0.000    0.000    0.000 response_schemas.py:623(ListWithdrawVestingRoutes)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
